cbsa,city,state
44420,MINT SPRING,VA
11020,PORT MATILDA,PA
11020,COUPON,PA
11020,CURRYVILLE,PA
99999,FARNHAMVILLE,IA
99999,GARNETT,SC
99999,CARMINE,TX
99999,ANSELMO,NE
99999,EDINBURG,ND
99999,CRAWFORD,WV
99999,COLLINSVILLE,AL
99999,CLUTIER,IA
99999,CHELSEA,OK
99999,PARKIN,AR
15500,SAXAPAHAW,NC
25860,RHODHISS,NC
99999,HARPURSVILLE,NY
99999,ARCADIA,NE
99999,JASPER,AL
99999,WILLOW LAKE,SD
99999,STONYFORD,CA
99999,LUBLIN,WI
99999,GRAYS RIVER,WA
99999,GOLDEN VALLEY,ND
99999,DUSTIN,OK
26420,BLEIBLERVILLE,TX
35620,NEW YORK,NY
99999,BRANCHVILLE,SC
99999,GLENWOOD,WA
99999,LAMBSBURG,VA
99999,ELLIOTT,IA
15940,MAXIMO,OH
41820,LEMON SPRINGS,NC
37580,CHICOTA,TX
37580,CUNNINGHAM,TX
99999,MATTHEWS,MO
99999,TILDEN,NE
99999,ALMOND,NC
99999,GREENLEAF,KS
99999,PAOLI,OK
99999,FOREST HILL,WV
99999,KELLERTON,IA
99999,MC CARR,KY
99999,LOSANTVILLE,IN
99999,GLENDO,WY
99999,QUASQUETON,IA
99999,STOCKPORT,IA
99999,DWIGHT,NE
37220,MERCURY,NV
26740,YODER,KS
33460,STILLWATER,MN
99999,MATTHEWS,GA
99999,AMES,OK
99999,ROCKWOOD,ME
99999,ESSEX,NY
99999,MILLERSBURG,IN
99999,ATLANTA,LA
30980,CARTHAGE,TX
26580,QUINCY,KY
26580,RANGER,WV
31340,LYNCHBURG,VA
99999,BROUGHTON,IL
99999,MAYKING,KY
99999,MELVIN,KY
99999,DEXTER CITY,OH
99999,PLEASANT CITY,OH
47900,FAIRFAX,VA
21780,OAKLAND CITY,IN
99999,LAKEWOOD,PA
99999,CHENEY,KS
99999,INGALLS,KS
99999,ECHO,MN
99999,LENORE,ID
99999,BEAVER CREEK,MN
30300,POMEROY,WA
99999,ROCK STREAM,NY
99999,SAINT PAUL,VA
99999,ISOM,KY
99999,GARDEN GROVE,IA
99999,BRIDGEWATER,ME
99999,JAMESTOWN,KS
99999,FENTON,IA
99999,CORWITH,IA
99999,MIDDLEBURG,KY
99999,HEROD,IL
99999,EAST RYEGATE,VT
99999,WYNOT,NE
99999,BRANTWOOD,WI
99999,ROXBURY,ME
30100,MOUNT HOLLY,VT
26420,CHAPPELL HILL,TX
12260,PLUM BRANCH,SC
99999,MORAN,TX
99999,SILVER POINT,TN
99999,DUNDAS,IL
99999,LONG PINE,NE
99999,SAGE,AR
99999,BIG BEND,WV
99999,LEWIS,CO
99999,DENVER,NY
99999,BOONS CAMP,KY
99999,MACDOEL,CA
99999,UNIONDALE,IN
99999,BANNER,MS
99999,BIG RUN,PA
99999,RUSH CENTER,KS
35620,NEW YORK,NY
17460,NOVA,OH
99999,IRELAND,WV
99999,OVID,CO
99999,GREENVILLE JUNCTION,ME
99999,MENO,OK
99999,HIGH BRIDGE,WI
99999,SPRAY,OR
99999,CYCLONE,WV
99999,CHOUDRANT,LA
99999,MAURICE,IA
99999,RATCLIFF,AR
99999,EVEREST,KS
99999,WILKESVILLE,OH
99999,BUCKEYE,WV
99999,SUMMIT,SD
11620,TATUMS,OK
11620,FOX,OK
11620,GENE AUTRY,OK
11620,DAVIS,OK
99999,MENDON,MO
99999,PEARL,IL
99999,COLDIRON,KY
99999,OLEAN,MO
99999,BRONAUGH,MO
99999,SYRACUSE,MO
99999,IDEAL,GA
99999,SENTINEL,OK
99999,CHILLICOTHE,TX
99999,BURLINGTON,OK
99999,LANGFORD,SD
35620,NEWFOUNDLAND,PA
19820,PERRY,MI
30020,STERLING,OK
26020,HOBBS,NM
41660,WATER VALLEY,TX
41660,BARNHART,TX
20420,MARVEL,CO
13740,RYEGATE,MT
13740,LAVINA,MT
99999,ROBELINE,LA
99999,FORK,SC
99999,LUNA,NM
99999,CLINTON,OK
99999,ALTAMONT,MO
99999,AUXIER,KY
99999,ONIA,AR
99999,DAVID,KY
99999,DEXTER,ME
25420,BRIDGEPORT,PA
35620,BROOKLYN,NY
44220,CASSTOWN,OH
44220,TREMONT CITY,OH
99999,BOBTOWN,PA
99999,MINCO,OK
99999,RAMSAY,MI
99999,KANOSH,UT
99999,MODOC,SC
99999,TAMARACK,MN
99999,KOOSHAREM,UT
99999,BELLE HAVEN,VA
99999,JUNCTION,IL
23580,CLEVELAND,GA
99999,JACKSONBURG,WV
99999,THAWVILLE,IL
99999,MIDPINES,CA
99999,UNION CHURCH,MS
99999,BELHAVEN,NC
99999,TALLMANSVILLE,WV
99999,DORCHESTER,IA
99999,CARBONDALE,CO
12660,REEDSBURG,WI
12660,PORTAGE,WI
31080,UNIVERSAL CITY,CA
99999,WHEELING,MO
99999,NEW BAVARIA,OH
99999,BRADSHAW,NE
99999,CAMERON,IL
99999,LETCHER,SD
99999,MARION,ND
99999,PIPPA PASSES,KY
99999,REARDAN,WA
99999,WESTERN,NE
99999,TRIPOLI,WI
99999,BETSY LAYNE,KY
28180,WAIMEA,HI
28180,MAKAWELI,HI
28180,HANAPEPE,HI
28180,KEALIA,HI
28180,LAWAI,HI
28180,ANAHOLA,HI
28180,KAUMAKANI,HI
47900,WASHINGTON,DC
47900,STEVENSBURG,VA
22020,HOPE,ND
22020,WOLVERTON,MN
22020,PERLEY,MN
99999,WAYLAND,KY
99999,CLENDENIN,WV
99999,ALTOONA,KS
99999,KENNEY,IL
12740,WEBSTERVILLE,VT
12740,MONTPELIER,VT
12740,MONTPELIER,VT
99999,DANA,KY
99999,KENNAN,WI
99999,DUNMORE,WV
99999,BRISTOL,SD
99999,MILLIGAN,NE
38060,MIAMI,AZ
99999,VESUVIUS,VA
99999,GOESSEL,KS
99999,MARIETTA,MN
99999,BLISS,ID
99999,SIGURD,UT
99999,COOK STA,MO
99999,COXS MILLS,WV
99999,CROSS PLAINS,IN
99999,BELMONT,WV
99999,HOT SPRINGS,MT
99999,PERRIN,TX
20940,SEELEY,CA
20940,OCOTILLO,CA
20940,SALTON CITY,CA
11260,ANCHORAGE,AK
99999,HARTSHORN,MO
99999,QUIMBY,IA
99999,LA POINTE,WI
99999,CRAIGMONT,ID
99999,SUTHERLIN,VA
99999,NEW PLYMOUTH,OH
99999,MACOMB,MO
99999,OLLIE,IA
99999,SOUTH BEND,WA
99999,ROCKY,OK
99999,PLUMMER,MN
37980,HILLTOWN,PA
37980,FREDERICK,PA
34900,MIDDLETOWN,CA
34900,VALLEJO,CA
99999,INDEPENDENCE,CA
99999,MACKVILLE,KY
99999,WAKEFIELD,NE
99999,GILTNER,NE
44620,STEVENS POINT,WI
35840,SARASOTA,FL
99999,MARTHA,KY
99999,TEABERRY,KY
99999,HOLLISTER,NC
99999,ANETA,ND
99999,MONTROSE,WV
99999,ALTA VISTA,IA
31080,VAN NUYS,CA
17860,COLUMBIA,MO
99999,WEST VAN LEAR,KY
99999,MOORE,MT
99999,LEONARD,MN
99999,MANASSA,CO
99999,COST,TX
99999,BARRETT,MN
99999,HULL,IL
99999,GREENBUSH,VA
35620,CANADENSIS,PA
18060,ARTESIA,MS
99999,ARKPORT,NY
99999,WHITEFIELD,OK
99999,BOWBELLS,ND
99999,LESTERVILLE,MO
44180,MARIONVILLE,MO
44180,SPRINGFIELD,MO
22260,FOXHOME,MN
22260,MILTONA,MN
99999,BINFORD,ND
99999,HAINES,AK
99999,LEEDS,ND
99999,PATON,IA
99999,NEW HAMPTON,MO
99999,PAYNESVILLE,WV
99999,CLEARFIELD,IA
99999,NORTH LOUP,NE
35620,MILL NECK,NY
23420,BIG CREEK,CA
99999,UTE PARK,NM
99999,TRENARY,MI
99999,KITE,GA
99999,NASH,OK
99999,BAINVILLE,MT
99999,BISON,SD
99999,BEAVER,OR
99999,TIPTON,OK
35620,PURDYS,NY
41700,CHRISTINE,TX
24340,DORR,MI
39980,DUBLIN,IN
99999,HAZELTON,ND
99999,PINEHURST,GA
99999,OSLO,MN
99999,SAINT CROIX,IN
99999,GRANADA,CO
99999,KLAMATH RIVER,CA
99999,GLENNALLEN,AK
99999,SAINT MICHAEL,ND
99999,IRVINGTON,IL
17140,OVERPECK,OH
11100,CANYON,TX
16620,WALTON,WV
16620,HUGHESTON,WV
99999,SHADE,OH
99999,FERDINAND,IN
99999,MEDDYBEMPS,ME
99999,MATHER,PA
99999,DELTA,IA
99999,MALLARD,IA
99999,WITTENSVILLE,KY
99999,IROQUOIS,SD
99999,MILL CREEK,OK
99999,HAMILTON,KS
17460,CLEVELAND,OH
12420,ROUND MOUNTAIN,TX
99999,BIRCHLEAF,VA
99999,VINE GROVE,KY
99999,RADISSON,WI
99999,RODEO,NM
99999,MILANVILLE,PA
99999,NIMITZ,WV
99999,CRAIG,NE
99999,LITTLE YORK,IL
99999,MAXWELL,CA
99999,FLATWOODS,WV
99999,LEONA,TX
99999,CASTANA,IA
99999,CIRCLEVILLE,WV
99999,ALICEVILLE,AL
99999,ROBBINSTON,ME
24860,SENECA,SC
27780,DUNLO,PA
49340,EAST WOODSTOCK,CT
43340,SHREVEPORT,LA
43760,MOCCASIN,CA
43760,STRAWBERRY,CA
43760,STANDARD,CA
99999,DEFIANCE,IA
99999,HOBSON,MT
99999,SOUTH PLYMOUTH,NY
99999,ALLENSVILLE,KY
99999,SABINSVILLE,PA
99999,HUDSON,IN
99999,GIBSONVILLE,NC
49660,GARRETTSVILLE,OH
16980,EARLVILLE,IL
33100,CLEWISTON,FL
41940,SAN JOSE,CA
10420,MARSHALLVILLE,OH
10420,WAYLAND,OH
10420,ALLIANCE,OH
99999,WESTSIDE,IA
99999,WIMBLEDON,ND
99999,ELGIN,TX
99999,SELMA,AL
99999,KIMBALLTON,IA
99999,TURIN,NY
99999,MILFORD,TX
99999,KITZMILLER,MD
99999,CABINS,WV
99999,ALICIA,AR
99999,KNOBEL,AR
99999,HALLWOOD,VA
99999,SEMORA,NC
99999,LITCHFIELD,NE
16180,CARSON CITY,NV
11500,BYNUM,AL
34980,NASHVILLE,TN
41180,FLETCHER,MO
99999,WASHTA,IA
99999,MADRID,NE
99999,JEWELL RIDGE,VA
99999,MILL SPRING,MO
99999,CHULA,MO
99999,ZAP,ND
99999,MARS HILL,NC
15260,BRUNSWICK,GA
15260,MERIDIAN,GA
15260,CRESCENT,GA
99999,GUNTOWN,MS
99999,KEYSTONE,IN
99999,RUTHTON,MN
99999,GAYS,IL
99999,LEAKEY,TX
99999,MUSCATINE,IA
99999,GREENVILLE,WV
99999,INDIAN VALLEY,VA
99999,ATMORE,AL
99999,SUCCESS,MO
99999,POWER,MT
99999,PRESCOTT,IA
99999,RED ROCK,OK
99999,FARMERSBURG,IA
99999,FREMONT,MO
99999,MONUMENT,OR
99999,CLYDE PARK,MT
12060,CULLODEN,GA
39060,FRIEDENSBURG,PA
39060,SUMMIT STATION,PA
39060,SHEPPTON,PA
99999,STILLWATER,OK
99999,HOLLIDAY,MO
99999,DAVENPORT,NE
99999,FORT YATES,ND
99999,HARRISON,ME
99999,CARROLL,NE
99999,WESTFIELD,IA
99999,ERMINE,KY
99999,KINGS MOUNTAIN,KY
99999,ROLLA,KS
99999,LYNX,OH
99999,SIGEL,IL
29180,MERMENTAU,LA
32100,NATIONAL MINE,MI
32100,BIG BAY,MI
19820,CARLETON,MI
33460,BOCK,MN
33460,WINSTED,MN
37900,SAINT AUGUSTINE,IL
99999,LOWER SALEM,OH
99999,ROCKPORT,IL
99999,CHALMERS,IN
99999,OLD FIELDS,WV
99999,MACY,NE
99999,CENTERVILLE,WA
36540,OMAHA,NE
29060,WINNISQUAM,NH
29060,LOCHMERE,NH
29060,TILTON,NH
29060,HOLDERNESS,NH
33700,HILMAR,CA
49420,BICKLETON,WA
28580,HOMESTEAD,FL
99999,LAGRANGE,WY
99999,HIDALGO,IL
99999,DAWN,MO
99999,BUTTE,NE
99999,ROBINSON,KS
99999,ROGERS,KY
99999,WHITLEYVILLE,TN
99999,WOODBURN,KY
99999,LA BARGE,WY
99999,HUNDRED,WV
99999,GOLDONNA,LA
99999,RICHVIEW,IL
35620,NEW YORK,NY
25540,HARWINTON,CT
19740,DENVER,CO
99999,THURMAN,IA
99999,LINN,WV
99999,OAK RIDGE,LA
99999,GLENWOOD,UT
99999,BIG ROCK,VA
99999,WHEELER,OR
99999,OAKHURST,TX
99999,DIAMONDVILLE,WY
99999,SUMMIT LAKE,WI
99999,CANTRIL,IA
99999,NECHE,ND
99999,LOYAL,OK
99999,RAMONA,SD
19660,SAINT AUGUSTINE,FL
36740,KILLARNEY,FL
17060,BOURNEVILLE,OH
17060,HALLSVILLE,OH
29200,BURROWS,IN
29200,GALVESTON,IN
99999,WANNASKA,MN
99999,WETMORE,KS
99999,MIZE,KY
99999,GREENSBORO,VT
99999,COLLINSVILLE,MS
99999,BONESTEEL,SD
99999,SOURIS,ND
99999,LEADORE,ID
99999,RANSOM,KS
99999,TIVOLI,TX
99999,BEVINSVILLE,KY
34780,WAINWRIGHT,OK
31080,VAN NUYS,CA
24180,PALUXY,TX
26660,RIVERSIDE,TX
26660,HUNTSVILLE,TX
26660,DODGE,TX
31930,BARLOW,OH
31930,GRAYSVILLE,OH
31930,BARTLETT,OH
31930,WATERTOWN,OH
99999,STANTON,ND
99999,WELDON,IA
99999,CRANFILLS GAP,TX
99999,MOSQUERO,NM
40860,BENSON,VT
40860,FOREST DALE,VT
40860,HYDEVILLE,VT
16540,SCOTLAND,PA
47900,BARNESVILLE,MD
43580,WASHTA,IA
12060,MARIETTA,GA
99999,CAMBRIDGE,ME
99999,MORGAN,GA
99999,DELLROSE,TN
99999,PAINT ROCK,TX
99999,ATLANTIC,VA
99999,DELAVAN,MN
99999,BROCTON,IL
99999,JADWIN,MO
35980,VERSAILLES,CT
45060,SHERBURNE,NY
10140,SATSOP,WA
99999,MOUNT ORAB,OH
99999,SHARON GROVE,KY
99999,FORDYCE,NE
99999,BLACKWELL,TX
99999,DILLER,NE
99999,WHITE PLAINS,VA
99999,BYROMVILLE,GA
99999,BRONSON,KS
99999,SULA,MT
49700,SACRAMENTO,CA
24260,FULLERTON,NE
39660,MILESVILLE,SD
99999,SCOTIA,NE
99999,REXFORD,KS
99999,MAZAMA,WA
99999,RICHLAND,GA
99999,FOUNTAIN,FL
99999,MINDENMINES,MO
99999,SIKES,LA
99999,HOPE,ND
99999,EASTON,MN
99999,GRAYLAND,WA
99999,HARPSTER,OH
38740,ROMBAUER,MO
28900,CRATER LAKE,OR
99999,LONACONING,MD
99999,RIVER,KY
99999,CENTER CROSS,VA
99999,CHANDLER,MN
99999,OCEANA,WV
99999,EBONY,VA
99999,TYLER HILL,PA
99999,FLOYD,IA
99999,FAIRFIELD,NE
99999,ALDEN,NY
16740,CHARLOTTE,NC
21700,MIRANDA,CA
38300,SLOVAN,PA
19740,DENVER,CO
99999,ROSEDALE,WV
99999,FAIRVIEW,KS
99999,SEVEN SPRINGS,NC
99999,RUSHFORD,NY
99999,MC ROBERTS,KY
99999,PURDIN,MO
99999,FLORENCE,MO
99999,KARNAK,IL
99999,CRESTON,WA
99999,WATSON,OK
99999,NEW LEIPZIG,ND
43740,URSINA,PA
43740,JOHNSTOWN,PA
99999,OLMSTEDVILLE,NY
99999,ANTON CHICO,NM
99999,KELFORD,NC
99999,LAKE CITY,SD
99999,CUTLER,IL
99999,SHINGLETON,MI
99999,WESTFIELD,IL
99999,LYTTON,IA
99999,GRENVILLE,SD
99999,BUTLER,IL
99999,HANNA,OK
99999,CENTRAHOMA,OK
99999,GLEASON,WI
99999,MAITLAND,MO
12580,BALTIMORE,MD
12580,BALTIMORE,MD
24540,PADRONI,CO
99999,TRANSYLVANIA,LA
99999,BAYLIS,IL
99999,VANCLEVE,KY
99999,SEQUIM,WA
99999,RUTH,NV
99999,WHITTINGTON,IL
99999,GARDEN CITY,TX
99999,KILBOURNE,IL
99999,BREEDING,KY
99999,FORT LARAMIE,WY
99999,ULYSSES,NE
99999,DALTON CITY,IL
40260,POTECASI,NC
40260,TILLERY,NC
40260,AULANDER,NC
20180,FLINTON,PA
19100,FORRESTON,TX
19100,DALLAS,TX
19100,DALLAS,TX
99999,ISABELLA,MO
99999,MINERAL POINT,WI
99999,NIXA,MO
26900,CENTERPOINT,IN
99999,BOYD,MN
99999,BLACKWATER,VA
99999,CREOLA,OH
99999,BIG ARM,MT
99999,LAKE GEORGE,MN
99999,HOLLY SPRINGS,MS
99999,TABLE ROCK,NE
99999,GRYGLA,MN
99999,BURLINGTON,WY
99999,WAVERLY,VA
99999,CRAIGVILLE,IN
99999,FRANKEWING,TN
16700,FOLLY BEACH,SC
20140,DANVILLE,GA
20140,WADLEY,GA
16500,ADNA,WA
16500,GALVIN,WA
99999,GEPP,AR
99999,OAK GROVE,AR
99999,BEAR CREEK,WI
99999,HARWOOD,TX
99999,SACO,MT
99999,BIG CREEK,MS
99999,POLLOCK,SD
99999,CRYSTAL SPRING,PA
99999,UMPIRE,AR
31940,HARRIS,MI
22840,BOAZ,AL
19740,ERIE,CO
99999,RUTLEDGE,MO
99999,MARQUETTE,IA
99999,ROCHESTER,TX
99999,COOKS,MI
99999,KATHRYN,ND
28300,DREWSVILLE,NH
28300,WEST SWANZEY,NH
28300,KEENE,NH
42660,SEATTLE,WA
36460,SAINT BONAVENTURE,NY
36460,EAST RANDOLPH,NY
36460,OTTO,NY
36460,VERSAILLES,NY
36460,LEON,NY
99999,WHITING,ME
99999,MOUNDVILLE,MO
99999,LAKE POWELL,UT
99999,KIMBALL,MN
99999,BROWNING,IL
99999,TWIN LAKES,CO
99999,GREELEY,IA
99999,WALPOLE,ME
99999,AURORA,IA
38300,PITTSBURGH,PA
49340,ORANGE,MA
36660,GRAND COTEAU,LA
36660,LEBEAU,LA
36660,LAWTELL,LA
22580,CLIFFSIDE,NC
22580,CAROLEEN,NC
22580,HENRIETTA,NC
44340,CLAXTON,GA
12100,VINELAND,NJ
18300,ALLEGANY,OR
99999,BREWSTER,KS
99999,JEWETT,NY
99999,BEAVERDAM,VA
99999,TEMPLE,ME
99999,TULARE,SD
99999,PINE RIDGE,KY
99999,FRED,TX
24940,HODGES,SC
43700,BETHELRIDGE,KY
43700,MONTICELLO,KY
99999,PATEROS,WA
99999,WAYSIDE,WV
99999,PORTER,MN
99999,THORNFIELD,MO
99999,HUNTER,NY
99999,DOLAND,SD
99999,TAPPEN,ND
99999,CLUBB,MO
99999,LEWIS,NY
99999,LAKE BRONSON,MN
99999,HUNNEWELL,MO
99999,WIDEMAN,AR
16980,DWIGHT,IL
16980,CLARE,IL
43060,STROUD,OK
43060,SAINT LOUIS,OK
31080,LONG BEACH,CA
99999,EVANT,TX
99999,WENTWORTH,MO
99999,LITTLE BIRCH,WV
99999,HOMESTEAD,IA
99999,WARM SPRINGS,AR
99999,HILDRETH,NE
99999,MICHIGAN,ND
41740,CAMP PENDLETON,CA
12180,AUBURN,NY
12180,POPLAR RIDGE,NY
99999,RAWLINGS,VA
99999,KNOX CITY,MO
99999,MAPLETON,KS
99999,DALLAS,SD
99999,WAPPAPELLO,MO
99999,DIETRICH,ID
99999,VANZANT,MO
99999,FRUITLAND,UT
99999,EARTH,TX
27620,OLEAN,MO
27620,JEFFERSON CITY,MO
39020,SCIOTO FURNACE,OH
39020,HAVERHILL,OH
39020,LUCASVILLE,OH
24620,ROGERSVILLE,TN
10460,OROGRANDE,NM
31820,KEWAUNEE,WI
45820,HORTON,KS
48540,BARTON,OH
12940,FLUKER,LA
99999,BLOCKTON,IA
99999,CATLETTSBURG,KY
99999,GRANVILLE,VT
99999,LINEVILLE,IA
99999,CASTALIA,IA
99999,PLATTEVILLE,WI
99999,BETHELRIDGE,KY
99999,BRISTOL,GA
99999,ISONVILLE,KY
99999,HARRIS,IA
20780,SILVERTHORNE,CO
26900,GREENSBURG,IN
99999,FRAZER,MT
99999,SLEMP,KY
99999,GUIDE ROCK,NE
99999,LOSTINE,OR
99999,GOSHEN,AL
99999,LA RUSSELL,MO
99999,LAREDO,MO
99999,ISABELLA,OK
99999,STANVILLE,KY
99999,BONNE TERRE,MO
29340,HAYES,LA
49220,BLENKER,WI
16740,CHARLOTTE,NC
33460,STOCKHOLM,WI
99999,MERSHON,GA
99999,BUSBY,MT
99999,TAYLOR SPRINGS,IL
99999,GACKLE,ND
99999,HANCOCK,VT
99999,GRAND CHAIN,IL
99999,LEMOYNE,NE
99999,SUMNER,IA
99999,CHAMPION,NE
99999,CRAFTSBURY COMMON,VT
41180,MIDDLETOWN,MO
99999,PISECO,NY
99999,DURBIN,WV
99999,QUINTON,OK
99999,LISBON,IA
99999,BEATTIE,KS
99999,HUME,IL
99999,MELVIN,IA
99999,CENTRALIA,IL
99999,PINE TOP,KY
99999,TOLNA,ND
99999,ECKLEY,CO
99999,WESTBY,MT
99999,FERNWOOD,ID
99999,BIG RAPIDS,MI
99999,FREEBURN,KY
47900,BURKITTSVILLE,MD
16820,LYNDHURST,VA
16580,GIBSON CITY,IL
39500,LIMA,IL
99999,PIE TOWN,NM
99999,OAKDALE,NE
99999,NORA,VA
99999,CAHONE,CO
99999,CLEGHORN,IA
99999,ALLEN,OK
99999,ENGLEWOOD,TN
99999,COLONY,OK
12060,ARAGON,GA
48620,NORWICH,KS
28140,ATCHISON,KS
99999,LENORA,KS
99999,TIFTON,GA
99999,NEW EFFINGTON,SD
99999,JOSEPH,UT
99999,ASBURY,WV
99999,MARISSA,IL
99999,MOUNT HERMON,KY
16980,LEE,IL
17300,EDDYVILLE,KY
99999,CHERRYVILLE,MO
99999,MOORESVILLE,MO
99999,DALTON,NE
99999,GARDNER,CO
99999,SAN JOSE,IL
99999,GRENOLA,KS
45220,TALLAHASSEE,FL
47900,WASHINGTON,DC
99999,MC DOWELL,VA
99999,PETROLEUM,WV
99999,MONTEREY,TN
99999,OTWAY,OH
99999,POY SIPPI,WI
99999,VAN WERT,IA
99999,WARREN,IN
99999,HALLIE,KY
35900,NORTH WILKESBORO,NC
26860,BEYER,PA
34340,ROARING RIVER,NC
33460,MINNEAPOLIS,MN
99999,WATER VIEW,VA
99999,BUCKNER,IL
99999,NISLAND,SD
99999,SPIVEY,KS
99999,LADORA,IA
99999,DUNN CENTER,ND
99999,PIQUA,KS
99999,ELDRED,IL
99999,SIMON,WV
99999,GAKONA,AK
99999,SAINT THOMAS,ND
99999,REDFIELD,KS
99999,BYRON,WY
99999,BUSHTON,KS
99999,HANSTON,KS
39100,LIBERTY,NY
25060,STENNIS SPACE CENTER,MS
49660,WILLIAMSFIELD,OH
44180,TANEYVILLE,MO
99999,SUGAR CITY,CO
99999,SMITHFIELD,WV
99999,KESWICK,IA
99999,DEWITT,IL
99999,SIMPSON,IL
99999,ULYSSES,KY
99999,HURDLAND,MO
99999,RIPPEY,IA
99999,LOWMANSVILLE,KY
99999,MIDLAND,SD
99999,CHINA SPRING,TX
99999,SOLDIER,IA
99999,LIBERTY CENTER,IN
41180,MOZIER,IL
47900,TUSCARORA,MD
39380,WETMORE,CO
39380,OLNEY SPRINGS,CO
19180,EAST LYNN,IL
99999,SIBLEY,IL
99999,MINDEN,LA
99999,BLACK,MO
99999,PORT ROYAL,VA
99999,TURON,KS
99999,BURTON,WV
99999,EARLVILLE,NY
38300,WEST MIDDLETOWN,PA
21060,CUSTER,KY
99999,WILLIAMSBURG,MI
99999,OCONEE,IL
99999,PARSONS,KS
99999,SUMNER,MS
99999,LENAPAH,OK
99999,SOUTH OTSELIC,NY
99999,MARCELLUS,MI
99999,NORTHOME,MN
11260,GIRDWOOD,AK
12620,EAST NEWPORT,ME
41780,BIRMINGHAM,OH
30700,WACO,NE
30700,EAGLE,NE
30700,ASHLAND,NE
99999,DENTON,MT
99999,ROSEDALE,VA
99999,MONTROSE,AR
99999,PANAMA,IA
99999,PORTLAND,AR
99999,CYRUS,MN
99999,SOUTH KORTRIGHT,NY
99999,BRUNING,NE
99999,HEWITT,MN
99999,CASS,WV
99999,ORISKA,ND
99999,BAZINE,KS
99999,LONE OAK,TX
47900,WASHINGTON,DC
40580,RED OAK,NC
40580,CONETOE,NC
40580,ROCKY MOUNT,NC
99999,PHILIP,SD
99999,ELK CITY,ID
99999,SENECA,OR
99999,LE SUEUR,MN
99999,BLUFF,UT
99999,CAMPBELLSBURG,KY
99999,BRUNO,MN
99999,LOUISE,MS
99999,WOLBACH,NE
99999,UNIONVILLE,IA
99999,GLADSTONE,VA
99999,SNYDER,TX
21340,FABENS,TX
21340,SIERRA BLANCA,TX
33220,MIDLAND,MI
99999,SHEFFIELD,VT
99999,BERN,KS
99999,GATE,OK
99999,MC FALL,MO
99999,DUPREE,SD
99999,UHRICHSVILLE,OH
45060,MOTTVILLE,NY
45060,BROOKFIELD,NY
13780,TIOGA CENTER,NY
19820,DAVISON,MI
23180,FRANKFORT,KY
23180,FRANKFORT,KY
23180,FRANKFORT,KY
23180,WILLISBURG,KY
23180,FRANKFORT,KY
99999,VESTA,MN
99999,SAINT CHARLES,VA
99999,MINNIE,KY
99999,RAPIDAN,VA
99999,MOSCOW,KS
99999,JOLO,WV
99999,HENDRUM,MN
99999,FOREST CITY,MO
99999,BURR OAK,KS
42620,WEST POINT,AR
15380,CORFU,NY
34860,MARTINSVILLE,TX
34860,WODEN,TX
28420,PATERSON,WA
38460,ELLENBURG,NY
99999,WESTGATE,IA
99999,PEEVER,SD
99999,WELD,ME
99999,BAXTER,TN
99999,CARTHAGE,AR
99999,SARAH,MS
99999,DELL RAPIDS,SD
99999,STARLIGHT,PA
99999,CLIO,MI
41180,BOWLING GREEN,MO
47900,WASHINGTON,DC
17820,LARKSPUR,CO
40380,BYRON,NY
49340,WEST MILLBURY,MA
49340,WORCESTER,MA
47940,UNION,IA
47940,WHITTEN,IA
99999,SEAGRAVES,TX
99999,WODEN,IA
99999,FOREST HILLS,KY
99999,HAPPY CAMP,CA
99999,MEALLY,KY
99999,VIDOR,TX
99999,MC INTIRE,IA
99999,BUFFALO,SD
20700,DINGMANS FERRY,PA
20700,MOUNTAINHOME,PA
20700,REEDERS,PA
12060,ATLANTA,GA
27530,GOODSPRINGS,AL
27530,KANSAS,AL
99999,FIFTY SIX,AR
99999,CEMENT,OK
99999,FISHERTOWN,PA
99999,RICHEY,MT
99999,LINCOLNVILLE,KS
99999,TRACY,MN
99999,SOUTH GREENFIELD,MO
41700,WIMBERLEY,TX
99999,NEMACOLIN,PA
99999,DWIGHT,KS
99999,MOUNTAIN VIEW,MO
99999,HINDSBORO,IL
99999,PAGE,NE
99999,OACOMA,SD
99999,MASONVILLE,IA
99999,WHITE RIVER,SD
99999,TUTOR KEY,KY
99999,MALONE,TX
10740,BOSQUE,NM
99999,SMILEY,TX
99999,HUDDY,KY
99999,RYEGATE,MT
99999,GEORGETOWN,ID
99999,ISABEL,SD
99999,LEFT HAND,WV
99999,SWEETWATER,TX
99999,GRANDVIEW,IA
99999,LINWOOD,NE
99999,RENWICK,IA
35620,NEW YORK,NY
40420,MARENGO,IL
33340,IXONIA,WI
23420,BADGER,CA
37980,MECHANICSVILLE,PA
99999,CLOSPLINT,KY
99999,BINGHAM LAKE,MN
99999,ATWOOD,OK
99999,CALEDONIA,MS
99999,EAST JEWETT,NY
99999,BAILEYVILLE,KS
99999,MANCHESTER,OK
99999,LUXEMBURG,WI
99999,SIDNEY,AR
49780,CONESVILLE,OH
49780,FULTONHAM,OH
14460,BOSTON,MA
32740,MEADVILLE,PA
29860,SANDERSVILLE,MS
29860,MOSS,MS
29860,EASTABUCHIE,MS
36780,OSHKOSH,WI
99999,ALUM BRIDGE,WV
99999,DOUGLAS,NE
99999,TINA,MO
99999,EGAN,SD
99999,WILLIAMSBURG,WV
99999,MANILLA,IN
